"Agora id",,"English Term","English Expert definition","English Simple definition"
21779,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21779&search_mode=solr","Classification of individual consumption by purpose (COICOP)","<p>The classification of individual consumption by purpose (COICOP) is a classification used to identify the objectives of both individual consumption expenditure and actual individual consumption. 18.7</p><p>[OECD/System of National Accounts 1993/Glossary/2000]</p>",
21780,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21780&search_mode=solr","Classification of outlays of producers by purpose (COPP)","<p>The classification of outlays of producers by purpose (COPP) is used to classify expenditures by producers (intermediate consumption, compensation of employees, etc) by purpose (e.g. outlays on repair and maintenance or outlays on sales promotion). 18.13</p><p>[OECD/System of National Accounts 1993/Glossary/2000]</p>",
21782,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21782&search_mode=solr","Classification of the Purposes of Non-Profit Institutions Serving Households (COPNI)","<p>The classification of the purposes of non-profit institutions (COPNI) is a classification used to identify the socio-economic objectives of current transactions, capital outlays and acquisition of financial assets by non-profit institutions serving households. 18.12</p><p>[OECD/System of National Accounts 1993/Glossary/2000]</p>",
21843,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21843&search_mode=solr","collective consumption expenditure","<p>Goods and services that are consumed simultaneously by a group of consumers or by the community as a whole: for example, defence services provided by the state.</p><p>[OECD/Understanding National Accounts/2006]</p>",
21844,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21844&search_mode=solr","collective consumption service","<p>A collective consumption service is a service provided by general government simultaneously to all members of the community or to all members of a particular section of the community, such as all households living in a particular region. 9.43</p><p>[OECD/System of National Accounts 1993/Glossary/2000]</p>",
21883,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21883&search_mode=solr","commodity technology assumption","<p>Product (commodity) technology assumption is one of two types of technology assumptions used in converting supply and use tables into symmetric input-output tables it assumes that a product has the same input structure in whichever industry it is produced. (SNA 15.144)</p><p>[OECD/Measuring the Non-Observed Economy: A Handbook/2002]</p>",
21934,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21934&search_mode=solr","composite leading indicator","<p>A leading indicator is an economic time-series which exhibits a leading relationship with respect to the turning points of a reference series. A composite leading indicator is constructed by combining two or more leading indicators into a single index number.</p><p>[OECD/Business Tendency Surveys: A Handbook/Glossary/2003]</p>",
21946,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21946&search_mode=solr","compulsory fees",,"<p>Payments by households to the public authorities for services the primary purpose of which is to serve as an instrument of government policy and which are obligatory and unavoidable in the only circumstances in which they are useful, such as fees for passports, driving tests, dog licences, airport duties and fees for court services.</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
21953,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21953&search_mode=solr","concealed production","<p>Underground production consists of activities that are productive in an economic sense and quite legal (provided certain standards or regulations are complied with), but that are deliberately concealed from public authorities for the following kinds of reasons: a) to avoid the payment of income, value added or other taxes b) to avoid payment of social security contributions c) to avoid having to meet certain legal standards such as minimum wags, maximum hours, safety or health standards, etc. d) to avoid complying with certain administrative procedures, such as completing statistical quetionnaires or other administrative forms (SNA 6.34)</p><p>[OECD/Measuring the Non-Observed Economy: A Handbook/2002]</p>",
21989,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=21989&search_mode=solr","constant price","<p>In theory, the price and quantity components of a value may be identified and base periods prices are substituted for those of the current period. Methods are used in practice to calculate variables at constant prices. Another method, commonly referred to as price deflation, involves dividing price indexes into the observed values to obtain volume estimates. The price indexes used are constructed from prices of the major items of each value.</p><p>[OECD/Economics Department/Economics Glossary/2005]</p><p>Constant prices are obtained by directly factoring changes over time in the values of flows or stocks of goods and services into two components reflecting changes in the prices of the goods and services concerned and changes in their volumes (i.e. changes in “constant price terms”) the term “at constant prices” commonly refers to series which use a fixed-base Laspeyres formula.</p><p>[OECD/Understanding National Accounts/2007]</p>",
